Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) THP from IP Exploris FAIMS,Area THP from IP Exploris FAIMS,#Peptides,#Unique,#Spec THP from IP Exploris FAIMS,PTM,Avg. Mass,Description
386,849,A0A0B4J2D9|KVD13_HUMAN,123.30,60,60,5.3229E7,19,8,30,Carbamidomethylation; Dehydration; Propionamide (K  X@N-term); Methylation(others); Mutation,12569,Immunoglobulin kappa variable 1D-13 OS=Homo sapiens OX=9606 GN=IGKV1D-13 PE=3 SV=1
386,850,P0DP09|KV113_HUMAN,123.30,60,60,5.3229E7,19,8,30,Carbamidomethylation; Dehydration; Propionamide (K  X@N-term); Methylation(others); Mutation,12569,Immunoglobulin kappa variable 1-13 OS=Homo sapiens OX=9606 GN=IGKV1-13 PE=3 SV=1
377,395,Q8NCC3|PAG15_HUMAN,123.06,46,46,8.6309E7,21,21,32,Deamidation (NQ); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term),46658,Group XV phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G15 PE=1 SV=2
534,519,Q8NI99|ANGL6_HUMAN,123.00,23,23,1.8929E7,11,7,17,Pyro-glu from Q,51694,Angiopoietin-related protein 6 OS=Homo sapiens OX=9606 GN=ANGPTL6 PE=1 SV=1
489,508,P05452|TETN_HUMAN,122.87,47,47,7.0049E7,11,11,20,Deamidation (NQ); Carbamidomethylation; Carboxymethyl; Pyro-carbamidomethyl,22537,Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3
463,359,Q96KN2|CNDP1_HUMAN,122.58,38,38,9.2634E7,17,17,22,Oxidation (M); Deamidation (NQ); Mutation,56706,Beta-Ala-His dipeptidase OS=Homo sapiens OX=9606 GN=CNDP1 PE=1 SV=4
255,379,O76013|KRT36_HUMAN,122.51,37,37,2.3181E7,20,8,51,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Carbamylation; Carbamidomethylation (DHKE  X@N-term); 2 more,52247,Keratin  type I cuticular Ha6 OS=Homo sapiens OX=9606 GN=KRT36 PE=2 SV=1
425,306,P16152|CBR1_HUMAN,122.38,67,67,1.3399E8,16,16,26,Acetylation (N-term); Oxidation (M); Carbamidomethylation,30375,Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3
411,429,P03950|ANGI_HUMAN,122.19,65,65,1.5319E8,10,10,27,Oxidation (M); Deamidation (NQ); Carbamidomethylation,16550,Angiogenin OS=Homo sapiens OX=9606 GN=ANG PE=1 SV=1
522,430,P04424|ARLY_HUMAN,121.83,22,22,1.9407E7,14,14,18,Oxidation (M); Carbamidomethylation,51658,Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4
482,335,Q8WVV4|POF1B_HUMAN,121.67,35,35,2.5881E7,16,16,20,Carbamidomethylation,68065,Protein POF1B OS=Homo sapiens OX=9606 GN=POF1B PE=1 SV=3
492,398,P00918|CAH2_HUMAN,121.60,55,55,5.9186E7,14,14,20,Phosphorylation (STY); Deamidation (NQ); Ubiquitination,29246,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2
491,328,Q02252|MMSA_HUMAN,121.43,29,29,6.2017E7,13,13,20,Oxidation (M); Carbamidomethylation,57840,Methylmalonate-semialdehyde dehydrogenase [acylating]  mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2
585,388,P78417|GSTO1_HUMAN,121.30,55,55,2.4174E7,12,12,15,Carbamidomethylation,27566,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2
577,582,P30048|PRDX3_HUMAN,121.26,46,46,2.1235E7,11,8,15,Deamidation (NQ); Carbamidomethylation; Ethoxyformylation,27693,Thioredoxin-dependent peroxide reductase  mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3
399,372,Q14108|SCRB2_HUMAN,121.14,45,45,4.5877E7,16,16,29,Oxidation (M); Deamidation (NQ); Carbamidomethylation,54290,Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=2
544,314,P04275|VWF_HUMAN,120.86,6,6,2.9814E7,12,12,16,Acetylation (N-term); Carbamidomethylation,309262,von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4
218,709,A0A0C4DH32|HV320_HUMAN,120.83,74,74,6.2128E7,27,8,63,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Methylation(KR); 7 more,12673,Immunoglobulin heavy variable 3-20 OS=Homo sapiens OX=9606 GN=IGHV3-20 PE=3 SV=2
480,343,P05543|THBG_HUMAN,120.64,45,45,1.1355E8,14,13,21,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,46325,Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2
554,330,Q9NPR2|SEM4B_HUMAN,120.58,24,24,2.5274E7,13,13,16,Deamidation (NQ); Carbamidomethylation,92766,Semaphorin-4B OS=Homo sapiens OX=9606 GN=SEMA4B PE=1 SV=4
384,441,P18206|VINC_HUMAN,120.46,25,25,3.6926E7,23,23,30,Oxidation (M); Carbamidomethylation,123799,Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4
448,418,P04075|ALDOA_HUMAN,120.01,67,67,4.8392E7,20,17,24,Deamidation (NQ); Carbamidomethylation; Mutation,39420,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
438,309,Q9UHG3|PCYOX_HUMAN,119.52,33,33,8.2999E7,14,14,24,Oxidation (M); Deamidation (NQ); Carbamidomethylation,56640,Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3
427,419,P15311|EZRI_HUMAN,119.36,32,32,8.3384E7,20,11,25,Pyro-glu from Q; Propargylamine,69413,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4
532,436,P10809|CH60_HUMAN,119.34,26,26,3.9258E7,14,14,17,Oxidation (M); Phosphorylation (STY); 2-amino-3-oxo-butanoic_acid,61055,60 kDa heat shock protein  mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2
488,324,P42785|PCP_HUMAN,119.26,33,33,4.9384E7,13,12,20,Oxidation (M); Carbamidomethylation,55800,Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1
496,364,O00560|SDCB1_HUMAN,119.13,64,64,4.3433E7,13,13,20,Oxidation (M); Carbamidomethylation,32444,Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1
368,350,Q15274|NADC_HUMAN,119.04,46,46,9.4516E7,13,12,33,Oxidation (M); Carbamidomethylation; Ammonia-loss (N); Carbamylation; Dimethylation(KR),30846,Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=QPRT PE=1 SV=3
501,366,P50990|TCPQ_HUMAN,118.93,33,33,1.8239E7,17,17,19,Oxidation (M); Carbamidomethylation,59621,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4
486,344,O75936|BODG_HUMAN,118.85,35,35,6.5722E7,14,14,20,Oxidation (M); Carbamidomethylation,44715,Gamma-butyrobetaine dioxygenase OS=Homo sapiens OX=9606 GN=BBOX1 PE=1 SV=1
555,404,Q8WW52|F151A_HUMAN,118.50,22,22,2.6254E7,11,11,16,Pyro-glu from Q,64028,Protein FAM151A OS=Homo sapiens OX=9606 GN=FAM151A PE=2 SV=2
452,340,P49189|AL9A1_HUMAN,118.45,31,31,5.4883E7,14,13,23,Oxidation (M); Carbamidomethylation,53802,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3
363,523,A0A0A0MS15|HV349_HUMAN,118.20,66,66,2.5574E7,19,6,34,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; Pyro-glu from E; 2 more,13056,Immunoglobulin heavy variable 3-49 OS=Homo sapiens OX=9606 GN=IGHV3-49 PE=3 SV=1
405,369,Q96P63|SPB12_HUMAN,118.06,47,47,5.2467E7,16,16,28,Acetylation (N-term); Oxidation (M); Carbamidomethylation,46276,Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1
518,411,P47756|CAPZB_HUMAN,117.81,54,54,3.7311E7,12,12,18,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,31350,F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4
572,303,Q9BXP8|PAPP2_HUMAN,117.77,13,13,1.1833E7,11,11,15,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation,198537,Pappalysin-2 OS=Homo sapiens OX=9606 GN=PAPPA2 PE=1 SV=4
573,387,P46926|GNPI1_HUMAN,117.76,50,50,3.4385E7,12,12,15,Oxidation (M); Deamidation (NQ); Carbamidomethylation,32669,Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1
538,353,P51884|LUM_HUMAN,117.72,43,43,2.5303E7,12,12,17,Oxidation (M); Acetylation (K); Deamidation (NQ),38429,Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2
444,377,Q9UNW1|MINP1_HUMAN,117.61,35,35,6.8629E7,13,13,24,Carbamidomethylation,55051,Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1
579,416,Q969P0|IGSF8_HUMAN,117.60,21,21,7.8355E7,11,11,15,Acetylation (N-term); Carbamidomethylation,65034,Immunoglobulin superfamily member 8 OS=Homo sapiens OX=9606 GN=IGSF8 PE=1 SV=1
713,925,P34096|RNAS4_HUMAN,117.22,35,35,2.181E7,8,8,10,Carbamidomethylation; Pyro-glu from Q,16840,Ribonuclease 4 OS=Homo sapiens OX=9606 GN=RNASE4 PE=1 SV=3
529,389,Q9UHL4|DPP2_HUMAN,117.21,36,36,3.034E7,13,12,18,Deamidation (NQ); Carbamidomethylation,54342,Dipeptidyl peptidase 2 OS=Homo sapiens OX=9606 GN=DPP7 PE=1 SV=3
473,394,P19440|GGT1_HUMAN,117.01,25,25,7.4455E7,14,14,21,Deamidation (NQ); Carbamidomethylation; Carbamylation,61410,Glutathione hydrolase 1 proenzyme OS=Homo sapiens OX=9606 GN=GGT1 PE=1 SV=2
468,485,Q08188|TGM3_HUMAN,116.99,26,26,4.6788E7,15,15,22,Oxidation (M); Carbamidomethylation; Pyro-glu from Q; ISD (z+2)-series,76632,Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4
552,423,Q9Y334|VWA7_HUMAN,116.90,20,20,1.6675E7,14,13,16,Acetylation (K); Phosphorylation (STY); Deamidation (NQ),96060,von Willebrand factor A domain-containing protein 7 OS=Homo sapiens OX=9606 GN=VWA7 PE=2 SV=4
521,327,Q96NY8|NECT4_HUMAN,116.79,33,33,4.1063E7,11,11,18,Deamidation (NQ); Carbamidomethylation,55454,Nectin-4 OS=Homo sapiens OX=9606 GN=NECTIN4 PE=1 SV=1
440,438,P03951|FA11_HUMAN,116.50,36,36,3.1308E7,20,20,24,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,70109,Coagulation factor XI OS=Homo sapiens OX=9606 GN=F11 PE=1 SV=1
545,362,P02787|TRFE_HUMAN,116.40,26,26,2.7221E7,13,13,16,Oxidation (M); Deamidation (NQ); Carbamidomethylation,77064,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3
419,425,P04792|HSPB1_HUMAN,116.29,79,79,9.9565E7,13,13,27,Oxidation (M); Deamidation (NQ); Pyro-glu from Q; Sodium adduct,22783,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2
510,315,P12814|ACTN1_HUMAN,116.11,15,15,1.8972E6,12,2,18,Carbamidomethylation,103058,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2
484,604,P13929|ENOB_HUMAN,115.73,23,23,5.088E6,11,2,20,Carbamidomethylation; Methylation(others); Guanidination,46987,Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5
493,435,P47755|CAZA2_HUMAN,115.66,47,47,6.6395E7,10,8,20,Carbamidomethylation; Carboxymethyl,32949,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3
174,1072,P15814|IGLL1_HUMAN,115.65,20,20,2.1248E8,15,5,80,Deamidation (NQ); Carbamylation; Formylation; Carbamidomethylation (DHKE  X@N-term); Dehydration; 2 more,22963,Immunoglobulin lambda-like polypeptide 1 OS=Homo sapiens OX=9606 GN=IGLL1 PE=1 SV=1
595,543,Q16610|ECM1_HUMAN,115.49,25,25,1.7565E7,10,10,14,Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,60674,Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2
355,1054,A0A075B6S4|KVD17_HUMAN,115.38,32,32,4.2063E6,18,1,35,Deamidation (NQ); Carbamidomethylation; Carbamylation; Methylation(others); Mutation,12835,Immunoglobulin kappa variable 1D-17 OS=Homo sapiens OX=9606 GN=IGKV1D-17 PE=3 SV=1
460,415,P50395|GDIB_HUMAN,115.35,49,49,4.0911E7,18,12,22,Oxidation (M); Carbamidomethylation,50663,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2
418,529,Q96DG6|CMBL_HUMAN,115.23,31,31,5.688E7,13,13,27,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Carbamylation; Pyro-glu from E; Aminoethylcysteine,28048,Carboxymethylenebutenolidase homolog OS=Homo sapiens OX=9606 GN=CMBL PE=1 SV=1
442,355,P18065|IBP2_HUMAN,115.20,43,43,6.3557E7,12,12,24,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Carboxymethyl; Reduced 4-Hydroxynonenal,34814,Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=2
465,502,Q92820|GGH_HUMAN,115.19,26,26,1.0798E8,11,11,22,,35964,Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2
195,658,Q99456|K1C12_HUMAN,115.08,23,23,2.8145E6,24,3,71,Acetylation (N-term); Oxidation (M); Acetylation (K); Phosphorylation (STY); Deamidation (NQ); 5 more,53511,Keratin  type I cytoskeletal 12 OS=Homo sapiens OX=9606 GN=KRT12 PE=1 SV=1
502,549,P12277|KCRB_HUMAN,115.01,46,46,3.8342E7,11,11,19,Oxidation (M); Carbamidomethylation,42644,Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1
590,393,O43175|SERA_HUMAN,114.94,29,29,2.2502E7,14,14,14,Oxidation (M); Carbamidomethylation,56651,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4
354,422,Q9UNN8|EPCR_HUMAN,114.66,63,63,2.0193E8,13,13,35,Deamidation (NQ); Carbamidomethylation,26671,Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1
566,431,P00439|PH4H_HUMAN,114.38,38,38,2.2438E7,13,13,16,Acetylation (N-term); Carbamidomethylation; Pyro-glu from Q,51862,Phenylalanine-4-hydroxylase OS=Homo sapiens OX=9606 GN=PAH PE=1 SV=1
408,575,P62937|PPIA_HUMAN,114.33,61,61,4.6109E7,10,8,28,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Dihydroxy,18012,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2
709,459,P54289|CA2D1_HUMAN,114.10,12,12,1.1615E7,10,10,10,Deamidation (NQ); Carbamidomethylation,124568,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens OX=9606 GN=CACNA2D1 PE=1 SV=3
365,736,P13987|CD59_HUMAN,114.09,45,45,2.491E8,13,13,33,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Carbamylation,14177,CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1
548,427,Q02487|DSC2_HUMAN,113.70,19,19,5.6935E7,11,11,16,Oxidation (M); Deamidation (NQ); Carbamidomethylation,99962,Desmocollin-2 OS=Homo sapiens OX=9606 GN=DSC2 PE=1 SV=1
394,452,P26038|MOES_HUMAN,113.63,32,32,1.7899E7,21,13,29,Oxidation (M); Pyro-glu from Q; Propargylamine,67820,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3
515,365,P49221|TGM4_HUMAN,113.58,24,24,2.2498E7,14,14,18,Deamidation (NQ); Carbamidomethylation; Dimethylation(KR),77145,Protein-glutamine gamma-glutamyltransferase 4 OS=Homo sapiens OX=9606 GN=TGM4 PE=1 SV=2
524,598,Q6P531|GGT6_HUMAN,113.35,16,16,1.1185E8,10,10,18,Carbamidomethylation; Sodium adduct,50509,Glutathione hydrolase 6 OS=Homo sapiens OX=9606 GN=GGT6 PE=2 SV=2
551,457,P24298|ALAT1_HUMAN,113.32,33,33,1.7743E7,10,10,16,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carboxymethyl,54637,Alanine aminotransferase 1 OS=Homo sapiens OX=9606 GN=GPT PE=1 SV=3
443,412,P35558|PCKGC_HUMAN,113.25,39,39,3.4169E7,18,16,24,Oxidation (M); Deamidation (NQ); Carbamidomethylation,69195,Phosphoenolpyruvate carboxykinase  cytosolic [GTP] OS=Homo sapiens OX=9606 GN=PCK1 PE=1 SV=3
563,361,Q16822|PCKGM_HUMAN,113.19,26,26,2.0324E7,13,11,16,Carbamidomethylation; Methylation(KR),70699,Phosphoenolpyruvate carboxykinase [GTP]  mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4
477,326,P13716|HEM2_HUMAN,113.11,49,49,5.0775E7,10,10,20,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Deamidation (R),36295,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1
718,505,P06858|LIPL_HUMAN,113.09,21,21,2.1871E7,7,7,10,Deamidation (NQ); Carbamidomethylation,53163,Lipoprotein lipase OS=Homo sapiens OX=9606 GN=LPL PE=1 SV=1
625,346,P17858|PFKAL_HUMAN,113.08,22,22,1.9948E7,11,11,13,Oxidation (M); Carbamidomethylation; Replacement of 2 protons by zinc,85018,ATP-dependent 6-phosphofructokinase  liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6
623,363,P55072|TERA_HUMAN,112.98,27,27,2.374E7,13,13,13,Oxidation (M); Carbamidomethylation; Beta-methylthiolation,89322,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4
541,695,P00736|C1R_HUMAN,112.94,14,14,6.9521E6,12,5,17,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Mutation,80119,Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2
619,417,P49327|FAS_HUMAN,112.53,8,8,1.1094E7,12,12,13,,273424,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3
804,632,Q9BXJ7|AMNLS_HUMAN,112.37,23,23,8.9029E6,5,5,8,Carbamidomethylation,47754,Protein amnionless OS=Homo sapiens OX=9606 GN=AMN PE=1 SV=2
557,373,P19801|AOC1_HUMAN,111.93,21,21,2.4758E7,14,14,16,Deamidation (NQ); Carbamidomethylation,85378,Amiloride-sensitive amine oxidase [copper-containing] OS=Homo sapiens OX=9606 GN=AOC1 PE=1 SV=4
511,351,P55290|CAD13_HUMAN,111.64,27,27,4.3263E7,12,12,18,Carbamidomethylation,78287,Cadherin-13 OS=Homo sapiens OX=9606 GN=CDH13 PE=1 SV=1
519,471,P61106|RAB14_HUMAN,111.63,56,56,4.4856E7,12,8,18,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,23897,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4
433,396,P23284|PPIB_HUMAN,111.48,62,62,5.8248E7,14,14,25,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Oxidation or Hydroxylation,23743,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2
608,616,Q9NRX4|PHP14_HUMAN,111.42,70,70,3.3397E7,8,8,14,Acetylation (N-term); Oxidation (M); Carbamidomethylation,13833,14 kDa phosphohistidine phosphatase OS=Homo sapiens OX=9606 GN=PHPT1 PE=1 SV=1
525,643,P61204|ARF3_HUMAN,111.33,52,52,3.3411E7,10,10,18,Oxidation (M); Mutation,20601,ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2
525,646,P84077|ARF1_HUMAN,111.33,52,52,3.3411E7,10,10,18,Oxidation (M); Mutation,20697,ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2
455,754,P52758|RIDA_HUMAN,111.26,39,39,8.9392E7,10,10,23,Oxidation (M); Deamidation (NQ); Carbamidomethylation,14494,2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens OX=9606 GN=RIDA PE=1 SV=1
435,879,A2NJV5|KV229_HUMAN,111.05,61,61,3.3146E6,14,1,25,Deamidation (NQ); Carbamidomethylation; Formylation; Amidation; Methylation(others); Mutation,13085,Immunoglobulin kappa variable 2-29 OS=Homo sapiens OX=9606 GN=IGKV2-29 PE=3 SV=2
549,514,P42330|AK1C3_HUMAN,111.03,39,39,6.1096E6,9,3,16,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,36853,Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4
659,434,P29401|TKT_HUMAN,111.03,23,23,1.586E7,11,11,12,Oxidation (M),67878,Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3
527,371,P48735|IDHP_HUMAN,110.85,37,37,4.9676E7,13,13,18,Oxidation (M); Carbamidomethylation,50909,Isocitrate dehydrogenase [NADP]  mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2
565,454,P40121|CAPG_HUMAN,110.85,38,38,2.6926E7,11,11,16,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Pyro-glu from Q,38499,Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2
490,711,P13284|GILT_HUMAN,110.57,39,39,5.0218E7,8,8,20,Oxidation (M); Carbamidomethylation; Pyro-glu from Q; Carbamylation,27964,Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens OX=9606 GN=IFI30 PE=1 SV=3
424,1051,A0A075B6S9|KV137_HUMAN,110.53,47,47,5.0515E7,19,11,26,Deamidation (NQ); Carbamidomethylation; Carbamylation; Dehydration; Propionamide (K  X@N-term); 2 more,12688,Probable non-functional immunoglobulinn kappa variable 1-37 OS=Homo sapiens OX=9606 GN=IGKV1-37 PE=5 SV=7
449,467,P49747|COMP_HUMAN,110.50,30,30,3.2442E7,14,10,24,Acetylation (K); Deamidation (NQ); Carbamidomethylation; Ubiquitination,82861,Cartilage oligomeric matrix protein OS=Homo sapiens OX=9606 GN=COMP PE=1 SV=2
406,560,P08637|FCG3A_HUMAN,110.47,24,24,2.2503E8,14,14,28,Deamidation (NQ); Carbamidomethylation; Carbamylation,29089,Low affinity immunoglobulin gamma Fc region receptor III-A OS=Homo sapiens OX=9606 GN=FCGR3A PE=1 SV=2
434,855,A0A075B6S2|KVD29_HUMAN,110.30,63,63,1.7081E6,14,1,25,Deamidation (NQ); Carbamidomethylation; Formylation; Amidation; Methylation(others); Mutation,13143,Immunoglobulin kappa variable 2D-29 OS=Homo sapiens OX=9606 GN=IGKV2D-29 PE=3 SV=1
536,578,P02763|A1AG1_HUMAN,110.01,47,47,2.5134E7,14,10,17,Deamidation (NQ); Carbamidomethylation,23512,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1
535,486,P06865|HEXA_HUMAN,109.99,29,29,2.8721E7,13,12,17,Oxidation (M); Deamidation (NQ); Carbamidomethylation,60703,Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2
560,476,P15289|ARSA_HUMAN,109.97,43,43,3.9551E7,11,11,16,Carbamidomethylation; Pyro-glu from Q,53588,Arylsulfatase A OS=Homo sapiens OX=9606 GN=ARSA PE=1 SV=3
476,447,P32189|GLPK_HUMAN,109.95,34,34,3.5358E7,15,12,21,Oxidation (M); Carbamidomethylation,61245,Glycerol kinase OS=Homo sapiens OX=9606 GN=GK PE=1 SV=3
453,491,P15121|ALDR_HUMAN,109.76,52,52,3.0298E7,16,12,23,Oxidation (M); Carbamidomethylation; Hypusine,35853,Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3
499,358,Q14703|MBTP1_HUMAN,109.73,15,15,3.3476E7,11,11,19,Oxidation (M); Deamidation (NQ); Carbamidomethylation,117748,Membrane-bound transcription factor site-1 protease OS=Homo sapiens OX=9606 GN=MBTPS1 PE=1 SV=1
679,511,P56537|IF6_HUMAN,109.68,53,53,8.4468E7,7,7,11,Carbamidomethylation; Aminoethylcysteine,26599,Eukaryotic translation initiation factor 6 OS=Homo sapiens OX=9606 GN=EIF6 PE=1 SV=1
597,440,P31930|QCR1_HUMAN,109.66,28,28,1.4951E7,10,10,14,Carbamidomethylation,52646,Cytochrome b-c1 complex subunit 1  mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3
504,493,Q7L5L3|GDPD3_HUMAN,109.52,32,32,4.4685E7,10,10,19,Oxidation (M); Carbamidomethylation; N-ethylmaleimide on cysteines,36596,Lysophospholipase D GDPD3 OS=Homo sapiens OX=9606 GN=GDPD3 PE=2 SV=3
485,442,Q9UKU6|TRHDE_HUMAN,109.48,18,18,4.5619E7,15,15,20,Oxidation (M); Deamidation (NQ); Carbamidomethylation,116999,Thyrotropin-releasing hormone-degrading ectoenzyme OS=Homo sapiens OX=9606 GN=TRHDE PE=2 SV=1
571,426,Q5T750|XP32_HUMAN,109.33,44,44,7.0491E7,11,11,15,Deamidation (NQ); Carbamidomethylation,26238,Skin-specific protein 32 OS=Homo sapiens OX=9606 GN=XP32 PE=1 SV=1
768,750,P0DP57|SLUR2_HUMAN,109.25,74,74,9.1657E7,6,6,9,Oxidation (M); Carbamidomethylation; Carbamylation; Phosphorylation to amine thiol,10160,Secreted Ly-6/uPAR domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SLURP2 PE=1 SV=1
401,408,Q9Y2S2|CRYL1_HUMAN,109.16,42,42,6.2772E7,12,12,29,Oxidation (M); Carbamidomethylation,35419,Lambda-crystallin homolog OS=Homo sapiens OX=9606 GN=CRYL1 PE=1 SV=3
432,1318,A0A0C4DH36|HV338_HUMAN,109.03,50,50,4.7668E7,15,11,26,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation; Carbamylation; 3 more,12759,Probable non-functional immunoglobulin heavy variable 3-38 OS=Homo sapiens OX=9606 GN=IGHV3-38 PE=5 SV=1
458,451,P63104|1433Z_HUMAN,109.02,66,66,2.4879E7,14,10,22,Acetylation (N-term); Oxidation (M); Carbamidomethylation,27745,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1
